pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
25,25,84,1,1,
25,25,45,1,1,
25,25,86,1,4,
25,25,104,1,8,
25,25,486,1,12,
25,25,364,1,16,
25,25,209,1,20,
25,25,97,1,24,
25,25,231,1,28,
25,25,435,1,32,
25,25,85,1,36,
25,25,113,1,40,
25,25,87,1,44,
25,25,36,4,,
25,25,204,4,,
25,25,313,4,,
25,25,97,4,,
25,25,182,4,,
25,25,168,4,,
25,25,574,4,,
25,25,885,4,,
25,25,451,4,,
25,25,263,4,,
25,25,129,4,,
25,25,577,4,,
25,25,374,4,,
25,25,203,4,,
25,25,521,4,,
25,25,240,4,,
25,25,91,4,,
25,25,280,4,,
25,25,34,4,,
25,25,9,4,,
25,25,214,4,,
25,25,486,4,,
25,25,115,4,,
25,25,113,4,,
25,25,447,4,,
25,25,86,4,,
25,25,156,4,,
25,25,598,4,,
25,25,164,4,,
25,25,227,4,,
25,25,57,4,,
25,25,85,4,,
25,25,583,4,,
25,25,270,4,,
25,25,179,4,,
25,25,604,4,,
25,25,417,4,,
25,25,528,4,,
25,25,87,4,,
25,25,851,4,,
10094,25,609,1,1,
10094,25,417,1,1,
10094,25,204,1,1,
10094,25,186,1,1,
10094,25,589,1,1,
10094,25,98,1,1,
10094,25,39,1,1,
10094,25,84,1,1,
10094,25,45,1,1,
10094,25,86,1,4,
10094,25,104,1,8,
10094,25,486,1,12,
10094,25,364,1,16,
10094,25,209,1,20,
10094,25,97,1,24,
10094,25,231,1,28,
10094,25,435,1,32,
10094,25,85,1,36,
10094,25,113,1,40,
10094,25,87,1,44,
10094,25,36,4,,
10094,25,204,4,,
10094,25,313,4,,
10094,25,97,4,,
10094,25,182,4,,
10094,25,168,4,,
10094,25,574,4,,
10094,25,885,4,,
10094,25,451,4,,
10094,25,263,4,,
10094,25,129,4,,
10094,25,577,4,,
10094,25,374,4,,
10094,25,203,4,,
10094,25,521,4,,
10094,25,240,4,,
10094,25,91,4,,
10094,25,280,4,,
10094,25,34,4,,
10094,25,9,4,,
10094,25,214,4,,
10094,25,486,4,,
10094,25,115,4,,
10094,25,113,4,,
10094,25,447,4,,
10094,25,86,4,,
10094,25,156,4,,
10094,25,598,4,,
10094,25,164,4,,
10094,25,227,4,,
10094,25,57,4,,
10094,25,85,4,,
10094,25,583,4,,
10094,25,270,4,,
10094,25,179,4,,
10094,25,604,4,,
10094,25,417,4,,
10094,25,528,4,,
10094,25,87,4,,
10094,25,851,4,,
10095,25,609,1,1,
10095,25,417,1,1,
10095,25,204,1,1,
10095,25,186,1,1,
10095,25,589,1,1,
10095,25,98,1,1,
10095,25,39,1,1,
10095,25,84,1,1,
10095,25,45,1,1,
10095,25,86,1,4,
10095,25,104,1,8,
10095,25,486,1,12,
10095,25,364,1,16,
10095,25,209,1,20,
10095,25,97,1,24,
10095,25,231,1,28,
10095,25,435,1,32,
10095,25,85,1,36,
10095,25,113,1,40,
10095,25,87,1,44,
10095,25,36,4,,
10095,25,204,4,,
10095,25,313,4,,
10095,25,97,4,,
10095,25,182,4,,
10095,25,168,4,,
10095,25,574,4,,
10095,25,885,4,,
10095,25,451,4,,
10095,25,263,4,,
10095,25,129,4,,
10095,25,577,4,,
10095,25,374,4,,
10095,25,203,4,,
10095,25,521,4,,
10095,25,240,4,,
10095,25,91,4,,
10095,25,280,4,,
10095,25,34,4,,
10095,25,9,4,,
10095,25,214,4,,
10095,25,486,4,,
10095,25,115,4,,
10095,25,113,4,,
10095,25,447,4,,
10095,25,86,4,,
10095,25,156,4,,
10095,25,598,4,,
10095,25,164,4,,
10095,25,227,4,,
10095,25,57,4,,
10095,25,85,4,,
10095,25,583,4,,
10095,25,270,4,,
10095,25,179,4,,
10095,25,604,4,,
10095,25,417,4,,
10095,25,528,4,,
10095,25,87,4,,
10095,25,851,4,,
10096,25,609,1,1,
10096,25,417,1,1,
10096,25,204,1,1,
10096,25,186,1,1,
10096,25,589,1,1,
10096,25,98,1,1,
10096,25,39,1,1,
10096,25,84,1,1,
10096,25,45,1,1,
10096,25,86,1,4,
10096,25,104,1,8,
10096,25,486,1,12,
10096,25,364,1,16,
10096,25,209,1,20,
10096,25,97,1,24,
10096,25,231,1,28,
10096,25,435,1,32,
10096,25,85,1,36,
10096,25,113,1,40,
10096,25,87,1,44,
10096,25,36,4,,
10096,25,204,4,,
10096,25,313,4,,
10096,25,97,4,,
10096,25,182,4,,
10096,25,168,4,,
10096,25,574,4,,
10096,25,885,4,,
10096,25,451,4,,
10096,25,263,4,,
10096,25,129,4,,
10096,25,577,4,,
10096,25,374,4,,
10096,25,203,4,,
10096,25,521,4,,
10096,25,240,4,,
10096,25,91,4,,
10096,25,280,4,,
10096,25,34,4,,
10096,25,9,4,,
10096,25,214,4,,
10096,25,486,4,,
10096,25,115,4,,
10096,25,113,4,,
10096,25,447,4,,
10096,25,86,4,,
10096,25,156,4,,
10096,25,598,4,,
10096,25,164,4,,
10096,25,227,4,,
10096,25,57,4,,
10096,25,85,4,,
10096,25,583,4,,
10096,25,270,4,,
10096,25,179,4,,
10096,25,604,4,,
10096,25,417,4,,
10096,25,528,4,,
10096,25,87,4,,
10096,25,851,4,,
10097,25,609,1,1,
10097,25,417,1,1,
10097,25,204,1,1,
10097,25,186,1,1,
10097,25,589,1,1,
10097,25,98,1,1,
10097,25,39,1,1,
10097,25,84,1,1,
10097,25,45,1,1,
10097,25,86,1,4,
10097,25,104,1,8,
10097,25,486,1,12,
10097,25,364,1,16,
10097,25,209,1,20,
10097,25,97,1,24,
10097,25,231,1,28,
10097,25,435,1,32,
10097,25,85,1,36,
10097,25,113,1,40,
10097,25,87,1,44,
10097,25,36,4,,
10097,25,204,4,,
10097,25,313,4,,
10097,25,97,4,,
10097,25,182,4,,
10097,25,168,4,,
10097,25,574,4,,
10097,25,885,4,,
10097,25,451,4,,
10097,25,263,4,,
10097,25,129,4,,
10097,25,577,4,,
10097,25,374,4,,
10097,25,203,4,,
10097,25,521,4,,
10097,25,240,4,,
10097,25,91,4,,
10097,25,280,4,,
10097,25,34,4,,
10097,25,9,4,,
10097,25,214,4,,
10097,25,486,4,,
10097,25,115,4,,
10097,25,113,4,,
10097,25,447,4,,
10097,25,86,4,,
10097,25,156,4,,
10097,25,598,4,,
10097,25,164,4,,
10097,25,227,4,,
10097,25,57,4,,
10097,25,85,4,,
10097,25,583,4,,
10097,25,270,4,,
10097,25,179,4,,
10097,25,604,4,,
10097,25,417,4,,
10097,25,528,4,,
10097,25,87,4,,
10097,25,851,4,,
10098,25,609,1,1,
10098,25,417,1,1,
10098,25,204,1,1,
10098,25,186,1,1,
10098,25,589,1,1,
10098,25,98,1,1,
10098,25,39,1,1,
10098,25,84,1,1,
10098,25,45,1,1,
10098,25,86,1,4,
10098,25,104,1,8,
10098,25,486,1,12,
10098,25,364,1,16,
10098,25,209,1,20,
10098,25,97,1,24,
10098,25,231,1,28,
10098,25,435,1,32,
10098,25,85,1,36,
10098,25,113,1,40,
10098,25,87,1,44,
10098,25,36,4,,
10098,25,204,4,,
10098,25,313,4,,
10098,25,97,4,,
10098,25,182,4,,
10098,25,168,4,,
10098,25,574,4,,
10098,25,885,4,,
10098,25,451,4,,
10098,25,263,4,,
10098,25,129,4,,
10098,25,577,4,,
10098,25,374,4,,
10098,25,203,4,,
10098,25,521,4,,
10098,25,240,4,,
10098,25,91,4,,
10098,25,280,4,,
10098,25,34,4,,
10098,25,9,4,,
10098,25,214,4,,
10098,25,486,4,,
10098,25,115,4,,
10098,25,113,4,,
10098,25,447,4,,
10098,25,86,4,,
10098,25,156,4,,
10098,25,598,4,,
10098,25,164,4,,
10098,25,227,4,,
10098,25,57,4,,
10098,25,85,4,,
10098,25,583,4,,
10098,25,270,4,,
10098,25,179,4,,
10098,25,604,4,,
10098,25,417,4,,
10098,25,528,4,,
10098,25,87,4,,
10098,25,851,4,,
10099,25,609,1,1,
10099,25,417,1,1,
10099,25,204,1,1,
10099,25,186,1,1,
10099,25,589,1,1,
10099,25,98,1,1,
10099,25,39,1,1,
10099,25,84,1,1,
10099,25,45,1,1,
10099,25,86,1,4,
10099,25,104,1,8,
10099,25,486,1,12,
10099,25,364,1,16,
10099,25,209,1,20,
10099,25,97,1,24,
10099,25,231,1,28,
10099,25,435,1,32,
10099,25,85,1,36,
10099,25,113,1,40,
10099,25,87,1,44,
10099,25,36,4,,
10099,25,204,4,,
10099,25,313,4,,
10099,25,97,4,,
10099,25,182,4,,
10099,25,168,4,,
10099,25,574,4,,
10099,25,885,4,,
10099,25,451,4,,
10099,25,263,4,,
10099,25,129,4,,
10099,25,577,4,,
10099,25,374,4,,
10099,25,203,4,,
10099,25,521,4,,
10099,25,240,4,,
10099,25,91,4,,
10099,25,280,4,,
10099,25,34,4,,
10099,25,9,4,,
10099,25,214,4,,
10099,25,486,4,,
10099,25,115,4,,
10099,25,113,4,,
10099,25,447,4,,
10099,25,86,4,,
10099,25,156,4,,
10099,25,598,4,,
10099,25,164,4,,
10099,25,227,4,,
10099,25,57,4,,
10099,25,85,4,,
10099,25,583,4,,
10099,25,270,4,,
10099,25,179,4,,
10099,25,604,4,,
10099,25,417,4,,
10099,25,528,4,,
10099,25,87,4,,
10099,25,851,4,,
10148,25,609,1,1,
10148,25,417,1,1,
10148,25,204,1,1,
10148,25,186,1,1,
10148,25,589,1,1,
10148,25,98,1,1,
10148,25,39,1,1,
10148,25,84,1,1,
10148,25,45,1,1,
10148,25,86,1,4,
10148,25,104,1,8,
10148,25,486,1,12,
10148,25,364,1,16,
10148,25,209,1,20,
10148,25,97,1,24,
10148,25,231,1,28,
10148,25,435,1,32,
10148,25,85,1,36,
10148,25,113,1,40,
10148,25,87,1,44,
10148,25,36,4,,
10148,25,204,4,,
10148,25,313,4,,
10148,25,97,4,,
10148,25,182,4,,
10148,25,168,4,,
10148,25,574,4,,
10148,25,885,4,,
10148,25,451,4,,
10148,25,263,4,,
10148,25,129,4,,
10148,25,577,4,,
10148,25,374,4,,
10148,25,203,4,,
10148,25,521,4,,
10148,25,240,4,,
10148,25,91,4,,
10148,25,280,4,,
10148,25,34,4,,
10148,25,9,4,,
10148,25,214,4,,
10148,25,486,4,,
10148,25,115,4,,
10148,25,113,4,,
10148,25,447,4,,
10148,25,86,4,,
10148,25,156,4,,
10148,25,598,4,,
10148,25,164,4,,
10148,25,227,4,,
10148,25,57,4,,
10148,25,85,4,,
10148,25,583,4,,
10148,25,270,4,,
10148,25,179,4,,
10148,25,604,4,,
10148,25,417,4,,
10148,25,528,4,,
10148,25,87,4,,
10148,25,851,4,,
10160,25,609,1,1,
10160,25,417,1,1,
10160,25,204,1,1,
10160,25,186,1,1,
10160,25,589,1,1,
10160,25,98,1,1,
10160,25,39,1,1,
10160,25,84,1,1,
10160,25,45,1,1,
10160,25,86,1,4,
10160,25,104,1,8,
10160,25,486,1,12,
10160,25,364,1,16,
10160,25,209,1,20,
10160,25,97,1,24,
10160,25,231,1,28,
10160,25,435,1,32,
10160,25,85,1,36,
10160,25,113,1,40,
10160,25,87,1,44,
10160,25,36,4,,
10160,25,204,4,,
10160,25,313,4,,
10160,25,97,4,,
10160,25,182,4,,
10160,25,168,4,,
10160,25,574,4,,
10160,25,885,4,,
10160,25,451,4,,
10160,25,263,4,,
10160,25,129,4,,
10160,25,577,4,,
10160,25,374,4,,
10160,25,203,4,,
10160,25,521,4,,
10160,25,240,4,,
10160,25,91,4,,
10160,25,280,4,,
10160,25,34,4,,
10160,25,9,4,,
10160,25,214,4,,
10160,25,486,4,,
10160,25,115,4,,
10160,25,113,4,,
10160,25,447,4,,
10160,25,86,4,,
10160,25,156,4,,
10160,25,598,4,,
10160,25,164,4,,
10160,25,227,4,,
10160,25,57,4,,
10160,25,85,4,,
10160,25,583,4,,
10160,25,270,4,,
10160,25,179,4,,
10160,25,604,4,,
10160,25,417,4,,
10160,25,528,4,,
10160,25,87,4,,
10160,25,851,4,,
26,25,9,1,0,
26,25,486,1,1,
26,25,435,1,1,
26,25,417,1,1,
26,25,364,1,1,
26,25,231,1,1,
26,25,209,1,1,
26,25,204,1,1,
26,25,186,1,1,
26,25,589,1,1,
26,25,609,1,1,
26,25,98,1,1,
26,25,97,1,1,
26,25,87,1,1,
26,25,86,1,1,
26,25,84,1,1,
26,25,45,1,1,
26,25,39,1,1,
26,25,104,1,1,
26,25,113,1,1,
26,25,85,1,5,
26,25,36,4,,
26,25,204,4,,
26,25,97,4,,
26,25,182,4,,
26,25,168,4,,
26,25,574,4,,
26,25,885,4,,
26,25,451,4,,
26,25,263,4,,
26,25,129,4,,
26,25,577,4,,
26,25,374,4,,
26,25,203,4,,
26,25,521,4,,
26,25,240,4,,
26,25,91,4,,
26,25,280,4,,
26,25,34,4,,
26,25,9,4,,
26,25,214,4,,
26,25,486,4,,
26,25,115,4,,
26,25,113,4,,
26,25,447,4,,
26,25,86,4,,
26,25,156,4,,
26,25,598,4,,
26,25,164,4,,
26,25,227,4,,
26,25,57,4,,
26,25,85,4,,
26,25,583,4,,
26,25,270,4,,
26,25,179,4,,
26,25,604,4,,
26,25,417,4,,
26,25,528,4,,
26,25,416,4,,
26,25,411,4,,
26,25,63,4,,
26,25,87,4,,
26,25,851,4,,
10100,25,94,1,0,
10100,25,609,1,1,
10100,25,486,1,1,
10100,25,435,1,1,
10100,25,417,1,1,
10100,25,364,1,1,
10100,25,231,1,1,
10100,25,209,1,1,
10100,25,204,1,1,
10100,25,186,1,1,
10100,25,113,1,1,
10100,25,104,1,1,
10100,25,98,1,1,
10100,25,97,1,1,
10100,25,87,1,1,
10100,25,86,1,1,
10100,25,84,1,1,
10100,25,45,1,1,
10100,25,589,1,1,
10100,25,39,1,1,
10100,25,85,1,5,
10100,25,36,4,,
10100,25,204,4,,
10100,25,97,4,,
10100,25,182,4,,
10100,25,168,4,,
10100,25,885,4,,
10100,25,451,4,,
10100,25,263,4,,
10100,25,129,4,,
10100,25,577,4,,
10100,25,500,4,,
10100,25,374,4,,
10100,25,203,4,,
10100,25,521,4,,
10100,25,240,4,,
10100,25,473,4,,
10100,25,91,4,,
10100,25,280,4,,
10100,25,34,4,,
10100,25,9,4,,
10100,25,214,4,,
10100,25,486,4,,
10100,25,115,4,,
10100,25,113,4,,
10100,25,447,4,,
10100,25,86,4,,
10100,25,156,4,,
10100,25,598,4,,
10100,25,285,4,,
10100,25,164,4,,
10100,25,94,4,,
10100,25,227,4,,
10100,25,57,4,,
10100,25,85,4,,
10100,25,583,4,,
10100,25,347,4,,
10100,25,270,4,,
10100,25,179,4,,
10100,25,604,4,,
10100,25,678,4,,
10100,25,417,4,,
10100,25,528,4,,
10100,25,416,4,,
10100,25,411,4,,
10100,25,63,4,,
10100,25,87,4,,
10100,25,851,4,,
39,25,574,1,1,
39,25,383,1,1,
39,25,186,1,1,
39,25,111,1,1,
39,25,204,1,1,
39,25,47,1,1,
39,25,50,1,1,
39,25,876,1,1,
39,25,497,1,4,
39,25,343,1,8,
39,25,254,1,12,
39,25,255,1,12,
39,25,256,1,12,
39,25,496,1,16,
39,25,156,1,20,
39,25,34,1,24,
39,25,102,1,28,
39,25,360,1,32,
39,25,304,1,36,
39,25,38,1,44,
39,25,36,4,,
39,25,204,4,,
39,25,313,4,,
39,25,182,4,,
39,25,352,4,,
39,25,168,4,,
39,25,574,4,,
39,25,885,4,,
39,25,886,4,,
39,25,263,4,,
39,25,129,4,,
39,25,345,4,,
39,25,196,4,,
39,25,577,4,,
39,25,500,4,,
39,25,374,4,,
39,25,203,4,,
39,25,241,4,,
39,25,240,4,,
39,25,201,4,,
39,25,473,4,,
39,25,91,4,,
39,25,280,4,,
39,25,428,4,,
39,25,34,4,,
39,25,7,4,,
39,25,9,4,,
39,25,8,4,,
39,25,214,4,,
39,25,409,4,,
39,25,115,4,,
39,25,113,4,,
39,25,605,4,,
39,25,118,4,,
39,25,447,4,,
39,25,86,4,,
39,25,156,4,,
39,25,269,4,,
39,25,776,4,,
39,25,399,4,,
39,25,285,4,,
39,25,164,4,,
39,25,247,4,,
39,25,446,4,,
39,25,304,4,,
39,25,412,4,,
39,25,94,4,,
39,25,227,4,,
39,25,861,4,,
39,25,53,4,,
39,25,85,4,,
39,25,583,4,,
39,25,133,4,,
39,25,347,4,,
39,25,270,4,,
39,25,226,4,,
39,25,58,4,,
39,25,581,4,,
39,25,417,4,,
39,25,126,4,,
39,25,59,4,,
39,25,528,4,,
39,25,87,4,,
39,25,76,4,,
39,25,851,4,,
40,25,254,1,1,
40,25,497,1,1,
40,25,496,1,1,
40,25,383,1,1,
40,25,360,1,1,
40,25,343,1,1,
40,25,304,1,1,
40,25,256,1,1,
40,25,255,1,1,
40,25,574,1,1,
40,25,876,1,1,
40,25,186,1,1,
40,25,156,1,1,
40,25,111,1,1,
40,25,102,1,1,
40,25,50,1,1,
40,25,47,1,1,
40,25,38,1,1,
40,25,34,1,1,
40,25,204,1,1,
40,25,583,1,5,
40,25,36,4,,
40,25,204,4,,
40,25,313,4,,
40,25,182,4,,
40,25,352,4,,
40,25,168,4,,
40,25,574,4,,
40,25,885,4,,
40,25,886,4,,
40,25,263,4,,
40,25,129,4,,
40,25,345,4,,
40,25,196,4,,
40,25,577,4,,
40,25,500,4,,
40,25,374,4,,
40,25,203,4,,
40,25,241,4,,
40,25,240,4,,
40,25,201,4,,
40,25,473,4,,
40,25,91,4,,
40,25,280,4,,
40,25,428,4,,
40,25,34,4,,
40,25,7,4,,
40,25,9,4,,
40,25,8,4,,
40,25,214,4,,
40,25,409,4,,
40,25,115,4,,
40,25,113,4,,
40,25,605,4,,
40,25,118,4,,
40,25,447,4,,
40,25,86,4,,
40,25,156,4,,
40,25,269,4,,
40,25,776,4,,
40,25,399,4,,
40,25,285,4,,
40,25,164,4,,
40,25,247,4,,
40,25,446,4,,
40,25,304,4,,
40,25,412,4,,
40,25,94,4,,
40,25,227,4,,
40,25,861,4,,
40,25,53,4,,
40,25,85,4,,
40,25,583,4,,
40,25,133,4,,
40,25,347,4,,
40,25,270,4,,
40,25,226,4,,
40,25,58,4,,
40,25,581,4,,
40,25,417,4,,
40,25,126,4,,
40,25,59,4,,
40,25,528,4,,
40,25,416,4,,
40,25,411,4,,
40,25,63,4,,
40,25,87,4,,
40,25,76,4,,
40,25,851,4,,
48,25,33,1,1,
48,25,50,1,1,
48,25,48,1,5,
48,25,93,1,11,
48,25,77,1,13,
48,25,60,1,17,
48,25,78,1,23,
48,25,405,1,25,
48,25,79,1,29,
48,25,141,1,35,
48,25,428,1,37,
48,25,305,1,41,
48,25,94,1,47,
48,25,36,4,,
48,25,97,4,,
48,25,182,4,,
48,25,491,4,,
48,25,522,4,,
48,25,60,4,,
48,25,109,4,,
48,25,168,4,,
48,25,884,4,,
48,25,263,4,,
48,25,129,4,,
48,25,101,4,,
48,25,474,4,,
48,25,203,4,,
48,25,241,4,,
48,25,428,4,,
48,25,214,4,,
48,25,156,4,,
48,25,390,4,,
48,25,141,4,,
48,25,285,4,,
48,25,164,4,,
48,25,202,4,,
48,25,412,4,,
48,25,94,4,,
48,25,226,4,,
48,25,188,4,,
48,25,405,4,,
48,25,76,4,,
48,25,851,4,,
48,25,97,2,,
48,25,103,2,,
48,25,226,2,,
48,25,234,2,,
48,25,390,2,,
48,25,450,2,,
48,25,474,2,,
48,25,476,2,,
49,25,403,1,0,
49,25,33,1,1,
49,25,48,1,1,
49,25,50,1,1,
49,25,483,1,1,
49,25,93,1,11,
49,25,77,1,13,
49,25,60,1,17,
49,25,78,1,23,
49,25,405,1,25,
49,25,79,1,29,
49,25,141,1,37,
49,25,428,1,41,
49,25,305,1,47,
49,25,94,1,55,
49,25,36,4,,
49,25,97,4,,
49,25,182,4,,
49,25,491,4,,
49,25,512,4,,
49,25,522,4,,
49,25,60,4,,
49,25,109,4,,
49,25,168,4,,
49,25,884,4,,
49,25,263,4,,
49,25,129,4,,
49,25,314,4,,
49,25,101,4,,
49,25,474,4,,
49,25,203,4,,
49,25,241,4,,
49,25,428,4,,
49,25,369,4,,
49,25,403,4,,
49,25,214,4,,
49,25,156,4,,
49,25,390,4,,
49,25,141,4,,
49,25,285,4,,
49,25,164,4,,
49,25,202,4,,
49,25,412,4,,
49,25,94,4,,
49,25,226,4,,
49,25,188,4,,
49,25,416,4,,
49,25,405,4,,
49,25,63,4,,
49,25,76,4,,
49,25,851,4,,
50,25,10,1,1,
50,25,28,1,1,
50,25,45,1,4,
50,25,310,1,8,
50,25,189,1,12,
50,25,523,1,16,
50,25,389,1,20,
50,25,163,1,24,
50,25,201,1,28,
50,25,91,1,32,
50,25,414,1,36,
50,25,89,1,40,
50,25,90,1,44,
50,25,36,4,,
50,25,204,4,,
50,25,97,4,,
50,25,189,4,,
50,25,182,4,,
50,25,168,4,,
50,25,263,4,,
50,25,523,4,,
50,25,341,4,,
50,25,317,4,,
50,25,203,4,,
50,25,241,4,,
50,25,201,4,,
50,25,91,4,,
50,25,421,4,,
50,25,492,4,,
50,25,34,4,,
50,25,214,4,,
50,25,350,4,,
50,25,707,4,,
50,25,156,4,,
50,25,157,4,,
50,25,14,4,,
50,25,164,4,,
50,25,446,4,,
50,25,270,4,,
50,25,414,4,,
50,25,179,4,,
50,25,188,4,,
50,25,89,4,,
50,25,444,4,,
50,25,851,4,,
50,25,29,2,,
50,25,246,2,,
50,25,262,2,,
50,25,468,2,,
50,25,515,2,,
10105,25,28,1,1,
10105,25,232,1,1,
10105,25,45,1,4,
10105,25,310,1,8,
10105,25,189,1,12,
10105,25,523,1,16,
10105,25,389,1,20,
10105,25,442,1,24,
10105,25,201,1,28,
10105,25,91,1,32,
10105,25,414,1,36,
10105,25,89,1,40,
10105,25,90,1,44,
10105,25,36,4,,
10105,25,204,4,,
10105,25,97,4,,
10105,25,189,4,,
10105,25,184,4,,
10105,25,182,4,,
10105,25,168,4,,
10105,25,263,4,,
10105,25,523,4,,
10105,25,232,4,,
10105,25,341,4,,
10105,25,317,4,,
10105,25,203,4,,
10105,25,241,4,,
10105,25,201,4,,
10105,25,91,4,,
10105,25,421,4,,
10105,25,492,4,,
10105,25,34,4,,
10105,25,214,4,,
10105,25,350,4,,
10105,25,707,4,,
10105,25,156,4,,
10105,25,157,4,,
10105,25,14,4,,
10105,25,430,4,,
10105,25,442,4,,
10105,25,164,4,,
10105,25,334,4,,
10105,25,446,4,,
10105,25,270,4,,
10105,25,414,4,,
10105,25,179,4,,
10105,25,188,4,,
10105,25,89,4,,
10105,25,444,4,,
10105,25,796,4,,
10105,25,851,4,,
10105,25,29,2,,
10105,25,37,2,,
10105,25,246,2,,
10105,25,262,2,,
10105,25,319,2,,
10105,25,468,2,,
10105,25,515,2,,
51,25,328,1,0,
51,25,10,1,1,
51,25,28,1,1,
51,25,45,1,1,
51,25,161,1,1,
51,25,310,1,1,
51,25,400,1,1,
51,25,189,1,12,
51,25,523,1,16,
51,25,389,1,20,
51,25,163,1,24,
51,25,201,1,30,
51,25,91,1,36,
51,25,414,1,42,
51,25,89,1,48,
51,25,90,1,54,
51,25,36,4,,
51,25,204,4,,
51,25,97,4,,
51,25,189,4,,
51,25,182,4,,
51,25,168,4,,
51,25,263,4,,
51,25,523,4,,
51,25,341,4,,
51,25,317,4,,
51,25,203,4,,
51,25,241,4,,
51,25,201,4,,
51,25,91,4,,
51,25,421,4,,
51,25,492,4,,
51,25,34,4,,
51,25,214,4,,
51,25,350,4,,
51,25,707,4,,
51,25,156,4,,
51,25,157,4,,
51,25,14,4,,
51,25,164,4,,
51,25,446,4,,
51,25,414,4,,
51,25,179,4,,
51,25,188,4,,
51,25,89,4,,
51,25,444,4,,
51,25,416,4,,
51,25,63,4,,
51,25,851,4,,
10106,25,328,1,0,
10106,25,28,1,1,
10106,25,45,1,1,
10106,25,161,1,1,
10106,25,232,1,1,
10106,25,310,1,1,
10106,25,400,1,1,
10106,25,189,1,12,
10106,25,523,1,16,
10106,25,389,1,20,
10106,25,442,1,24,
